# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "-F" "GTF" "-t" "exon" "-g" "gene_id" "-a" "analyses/03_annotation/braker3_chr3/braker_output/braker.gtf" "-o" "analyses/06_counts/featurecounts_braker_chr3.txt" "analyses/05_expression/mapping/control/Control_1.sorted.bam" "analyses/05_expression/mapping/control/Control_2.sorted.bam" "analyses/05_expression/mapping/control/Control_3.sorted.bam" "analyses/05_expression/mapping/heat_treated/Heat_1.sorted.bam" "analyses/05_expression/mapping/heat_treated/Heat_2.sorted.bam" "analyses/05_expression/mapping/heat_treated/Heat_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	analyses/05_expression/mapping/control/Control_1.sorted.bam	analyses/05_expression/mapping/control/Control_2.sorted.bam	analyses/05_expression/mapping/control/Control_3.sorted.bam	analyses/05_expression/mapping/heat_treated/Heat_1.sorted.bam	analyses/05_expression/mapping/heat_treated/Heat_2.sorted.bam	analyses/05_expression/mapping/heat_treated/Heat_3.sorted.bam
g1578	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	294497;295655;295874;296527;296837;297360;297497;298440	295532;295752;296076;296777;296914;297449;298326;298799	-;-;-;-;-;-;-;-	2946	22	61	34	0	8	14
g1579	contig_36_pilon;contig_36_pilon;contig_36_pilon	303729;304269;304626	303971;304416;304822	-;-;-	588	5111	401	881	1458	858	1524
g1580	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	306962;308068;308479;308809;309026;309412;309685;309887	307944;308322;308599;308861;309215;309482;309735;310613	-;-;-;-;-;-;-;-	2451	4474	3933	3638	8933	7745	4600
g1581	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	310638;311940;312057;312321	310640;311972;312260;312512	-;-;-;-	432	68	20	40	77	87	45
g1582	contig_36_pilon;contig_36_pilon	329730;330818	330357;330930	-;-	741	0	0	0	0	0	0
g1583	contig_36_pilon;contig_36_pilon	333714;334361	333890;334543	-;-	360	0	0	0	0	0	0
g1584	contig_36_pilon;contig_36_pilon	335982;336737	336073;337073	+;+	429	0	0	0	0	0	0
g1585	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	338282;339661;339956;340331	339560;339867;340017;340417	-;-;-;-	1635	0	0	0	0	0	0
g1586	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	342547;343071;343548;343705;344452	342624;343157;343613;344076;345282	+;+;+;+;+	1434	0	0	0	0	0	0
g1587	contig_36_pilon	345742	346143	-	402	0	0	0	0	0	0
g1588	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	346314;346508;347029;347222;348615	346412;346891;347144;347365;348783	+;+;+;+;+	912	0	0	0	0	0	0
g1589	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	348827;349092;349568;350005;350277	348971;349209;349810;350169;350580	+;+;+;+;+	975	0	0	0	0	0	0
g1590	contig_36_pilon;contig_36_pilon	351857;352139	352027;352300	-;-	333	0	0	0	0	0	0
g1591	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	352501;353562;353891;354806;355117;355836	353379;353834;354487;355042;355482;355922	+;+;+;+;+;+	2439	0	0	0	0	0	0
g1592	contig_36_pilon;contig_36_pilon;contig_36_pilon	356672;357008;357299	356896;357244;357502	-;-;-	666	0	0	0	0	0	0
g1593	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	357672;357775;358068;358389;358635	357729;358013;358283;358526;358931	+;+;+;+;+	948	0	0	0	0	0	0
g1594	contig_36_pilon;contig_36_pilon;contig_36_pilon	361499;362245;362529	362095;362295;362594	+;+;+	714	0	0	0	0	0	0
g1595	contig_36_pilon	373267	374364	+	1098	0	0	0	0	0	0
g1596	contig_36_pilon	374398	374676	+	279	0	0	0	0	0	0
g1597	contig_36_pilon;contig_36_pilon	384437;384807	384595;384968	+;+	321	0	0	0	0	0	6
g1598	contig_36_pilon;contig_36_pilon	390613;390805	390701;391009	+;+	294	2	1	0	6	0	0
g1599	contig_36_pilon	391134	391856	+	723	147	49	61	131	73	75
g1600	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	391885;392161;392610;392736;393412;393747	392023;392315;392688;393312;393529;393995	+;+;+;+;+;+	1317	4762	4490	5669	20603	13292	13392
g1601	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	411099;411330;411610;412055;412561;413689;413976;414318;414664;415157;415554;415721;416012;416581;417008;417344;417552;417845;418226;418545;418900;419242;419618;419917;420473;420850;421266;421839;422505;422710;423063;423525;423881	411183;411561;411928;412148;412762;413830;414076;414381;414777;415368;415608;415810;416207;416692;417059;417388;417627;417918;418276;418702;418950;419299;419701;420178;420684;420914;421389;422020;422576;422870;423104;423721;423976	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4080	3210	3431	3508	3579	2452	3719
g1602	contig_36_pilon;contig_36_pilon;contig_36_pilon	437189;439396;443482	437494;440020;443486	-;-;-	936	1678	3985	3328	1586	825	1442
g1603	contig_36_pilon;contig_36_pilon;contig_36_pilon	471104;471479;471733	471248;471533;471799	-;-;-	267	0	0	0	0	0	0
g1604	contig_36_pilon	473716	474072	-	357	0	0	1	0	0	0
g1605	contig_36_pilon;contig_36_pilon;contig_36_pilon	474998;475205;475373	475073;475319;475502	-;-;-	321	0	0	1	0	0	0
g1606	contig_36_pilon;contig_36_pilon;contig_36_pilon	475772;478578;478871	476125;478676;479335	+;+;+	918	248	202	275	578	337	539
g1607	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	479394;479394;479700;479700;480088;480088;480431;480431;480820;480820;481119;481119;481397;481397;481786;481786;482247;482247;483319;483319;483540;483540;483971;483971;484240;484240;484578;484578;484916;484919;485253;485253;485574;485574;485835;485835;486147;486147;486515;486515;486854;486854;487218;487218;487484;487484;487978;487978;488389;488389;488830;488830;489128;489128	479543;479543;479880;479880;480140;480140;480532;480532;480922;480922;481197;481197;481562;481562;481905;481905;482273;482273;483479;483479;483631;483631;484038;484038;484380;484380;484745;484745;485063;485063;485332;485332;485714;485714;485978;485978;486281;486281;486613;486613;486913;486913;487345;487345;487572;487572;488111;488111;488457;488457;488928;488928;489400;489400	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3210	3778	4069	3820	5493	4049	6155
g1608	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	495136;495401;495737;496685;496692;499686;500428;500809	495228;495694;495779;496830;496834;500049;500687;500896	+;+;+;+;+;+;+;+	1292	200	610	632	592	330	299
g1609	contig_36_pilon	495166	495633	-	468	0	0	0	0	0	0
g1610	contig_36_pilon;contig_36_pilon;contig_36_pilon	500990;502203;502652	501420;502326;502660	+;+;+	564	453	1551	1446	1979	1054	787
g1611	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	508018;508595;508907;509129;509421;509807;510159;510458;510984;511278;511738	508107;508768;509037;509225;509539;509895;510320;510624;511100;511323;512036	-;-;-;-;-;-;-;-;-;-;-	1491	37	68	75	91	60	97
g1612	contig_36_pilon	512084	512419	+	336	0	0	0	0	0	0
g1613	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	515078;516079;516532;516963;518076;519463	515343;516148;516728;517466;518820;521844	-;-;-;-;-;-	4164	587	803	879	1461	1108	1263
g1614	contig_36_pilon	522302	522868	-	567	0	0	0	0	0	0
g1615	contig_36_pilon	522892	523782	-	891	0	1	0	0	7	8
g1616	contig_36_pilon	523863	524291	+	429	0	0	0	0	0	0
g1617	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	529455;529997;530407;530817;531078;531766;533381;533677;533991	529622;530176;530774;530991;531489;533138;533499;533943;534789	-;-;-;-;-;-;-;-;-	3861	0	0	0	0	10	2
g1618	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	535768;536810;537127;537408	535918;537001;537265;537540	-;-;-;-	615	0	0	0	0	0	0
g1619	contig_36_pilon;contig_36_pilon	541441;541806	541457;542109	+;+	321	0	0	0	0	0	0
g1620	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	544158;544907;546366;546727	544795;546225;546595;546906	+;+;+;+	2367	0	0	0	0	0	0
g1621	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	552316;552512;552799;553216;553829;555127	552372;552628;552921;553725;554224;555309	-;-;-;-;-;-	1386	10708	12652	12945	9098	12108	10319
g1622	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	559996;561733;562157;562821;563270;563603;563818;564018;564228;564481;564735;565072;565321;565582;565842;566090	560055;562109;562636;563034;563433;563686;563875;564071;564296;564564;564904;565174;565470;565713;565978;566216	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2463	888	1475	1269	1874	1272	1684
g1623	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	570781;570975;571445;571579;571885	570909;571397;571494;571691;571997	+;+;+;+;+	828	5	41	39	6	18	8
g1624	contig_36_pilon	572984	573550	+	567	36	36	64	16	12	22
g1625	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	575409;575700;578632;579018;579522;579702;579942;580428;580797;581133;581443;581770;582052;582385;582597;582962;583199;583593;583868;584025;584290;584498;584714;584832	575506;576276;578759;579243;579584;579782;580325;580689;581013;581269;581653;581929;582276;582447;582867;583077;583440;583667;583931;584148;584363;584595;584745;585016	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4113	321	651	588	414	362	526
g1626	contig_36_pilon	579828	580100	-	273	0	0	0	0	0	0
g1627	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	586468;586468;586888;587123;587123;587726;587897;588150;588536;588860;589124;589538;589840;590330;590454;591455	586716;586716;586962;587469;587469;587776;587975;588323;588619;588899;589423;589732;589862;590373;590478;591509	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1741	6597	5958	5580	3495	3182	3483
g1628	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	592085;592085;592370;592370;592670;592670;593102;593102;593341;593341;593728;593728;593989;593989;594300;594300;594742;594742;595184;595184;596035;596035;596424;596424;596733	592126;592126;592510;592510;592840;592840;593165;593165;593489;593489;593781;593781;594162;594162;594578;594578;594967;594967;595445;595445;596233;596177;596609;596649;596904	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2159	2533	3628	4011	1385	667	2544
g1629	contig_36_pilon;contig_36_pilon;contig_36_pilon	597948;598498;598677	598370;598596;598907	+;+;+	753	417	426	479	1135	1478	1220
g1630	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	599765;600304;600634;604104;604409;604763;605064;605309;606321;606755;607071;607344;607855;608209;608534;609044;609292;609728;609910;610127;611032	599823;600551;600896;604292;604597;604928;605121;605531;606638;606838;607117;607443;607933;608380;608650;609090;609376;609806;609968;610182;611276	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2883	389	739	575	478	257	535
g1631	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	611298;611808;612028;612181;612453;612746	611559;611892;612078;612301;612599;613003	+;+;+;+;+;+	924	3115	4142	5520	2466	2811	2639
g1632	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	614133;614652;614865;615019;615315;615591	614403;614736;614915;615139;615461;615848	+;+;+;+;+;+	933	6046	11237	13315	2244	2751	3387
g1633	contig_36_pilon;contig_36_pilon	617995;618433	618666;618666	+;+	672	168	1209	408	94	76	67
g1634	contig_36_pilon;contig_36_pilon	619767;620194	620030;620268	-;-	339	0	2	0	0	0	0
g1635	contig_36_pilon	624995	625258	+	264	1	0	0	17	0	8
g1636	contig_36_pilon;contig_36_pilon	625972;626655	626454;626756	-;-	585	12614	319	802	2589	888	5034
g1637	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	628140;628140;628840;628840;629131;629413	628622;628622;628943;628941;629326;629490	-;-;-;-;-;-	861	5003	740	2023	4394	3277	6397
g1638	contig_36_pilon	633551	633778	+	228	0	0	0	0	0	0
g1639	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	649596;649861;650051;650353	649771;649997;650298;651114	+;+;+;+	1323	0	0	0	0	0	0
g1640	contig_36_pilon	651354	651602	+	249	0	0	0	0	0	0
g1641	contig_36_pilon	653175	653402	-	228	0	0	0	0	0	0
g1642	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	657010;657391;657684;658076;658303	657343;657454;657773;658115;658404	+;+;+;+;+	630	26	27	41	50	15	37
g1643	contig_36_pilon	658447	660531	+	2085	456	469	503	535	252	698
g1644	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	661177;661177;661842;661842;662066;662066;662376;662376;662619;662619;662847;662847;663075;663075;663325;663325;663750;663750;664142;664142;664329;664329;664446;664611;664611;664973;664973;665185;665185;665682;665682;666168;666168;666509;666509;666866;666866;667044;667272;667272;667272	661260;661260;661908;661908;662194;662194;662455;662455;662685;662685;662896;662896;663205;663205;663427;663427;663842;663842;664210;664210;664390;664445;664452;664685;664685;665019;665019;665372;665372;665788;665788;666244;666244;666815;666815;667059;667059;667063;667455;667455;667455	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2180	1257	1006	1036	1430	605	1437
g1645	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	669637;669813;670399;672087;672331;672555;672717;673182	669759;670243;671812;672253;672357;672611;672746;673197	+;+;+;+;+;+;+;+	2265	1548	2437	2463	2491	1381	3058
g1646	contig_36_pilon;contig_36_pilon	681602;681919	681737;682244	-;-	462	0	0	0	0	0	0
g1647	contig_36_pilon	682933	683469	+	537	1	21	2	2	0	0
g1648	contig_36_pilon	683520	684071	-	552	329	864	720	193	69	130
g1649	contig_36_pilon	684100	684303	-	204	206	582	425	102	61	101
g1650	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	693492;693492;693858;693858;694192;694192;694614;694614;694770;694770;695090;695090;695379;695379;695680;695680;695995;695995;696282;696282;696580;696580;696954;696954	693807;693807;694040;694040;694357;694357;694699;694699;694966;694966;695285;695261;695529;695529;695743;695743;696102;696102;696410;696410;696797;696797;696972;696972	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1833	466	1314	1442	947	366	791
g1651	contig_36_pilon	698642	698923	+	282	0	0	0	2	0	8
g1652	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	699702;700144;700446;701504;701685;701993	700009;700346;701348;701575;701881;702139	-;-;-;-;-;-	1830	151	440	310	126	138	201
g1653	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	705867;706304;706738;706954;707217;707605;708000;708907;709147	706036;706514;706794;707053;707328;707685;708235;709037;709590	-;-;-;-;-;-;-;-;-	1542	1398	1348	974	809	574	1108
g1654	contig_36_pilon	709652	710359	+	708	151	117	105	147	37	165
g1655	contig_36_pilon;contig_36_pilon;contig_36_pilon	715998;716579;717082	716167;716656;717184	+;+;+	351	12	100	56	22	11	35
g1656	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	717802;718464;719117;719874	718290;718946;719430;719997	+;+;+;+	1410	101	358	314	40	42	88
g1657	contig_36_pilon;contig_36_pilon	723325;723981	723742;724906	-;-	1344	2395	8595	7757	1136	1540	1850
g1658	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	725225;725490;725827;726012	725365;725674;725923;726077	+;+;+;+	489	11	21	6	9	8	4
g1659	contig_36_pilon	735394	735627	-	234	0	0	0	0	0	0
g1660	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	735735;735735;736081;736081;736307;736307;736787;736787;737181;737181;737432;737432;737663;737663;737873;737873;738153;738153;738693;738693;739040;739057;739466;739755;739836;740214	736007;736007;736195;736195;736538;736538;736869;736869;737281;737281;737527;737527;737716;737716;738021;738021;738270;738270;738795;738795;739110;739127;739480;739785;739939;740315	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1664	1258	6302	5644	463	407	615
g1661	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	741103;741103;741103;741103;742321;742468;742468;742468;742688;742688;742688;742693;742978;743000;743000;743000;743312;743312;743312;743312;744111;744111;744111;744111;744808;744808;744808;744808;745066;745066;745066;745066;745288;745288;745288;745394;745576;745576;745576;745803;745803;745803;745803;745979;745979;745979;745979;746203;746469;746469;746469;746476	742262;742262;742262;742206;742557;742557;742557;742557;742869;742869;742869;742869;743199;743199;743199;743199;743840;743840;743840;743840;744532;744532;744532;744532;744945;744945;744945;744945;745154;745154;745308;745154;745308;745308;745308;745609;745609;745609;745609;745834;745834;745834;745834;746137;746255;746255;746255;746255;746750;746750;746750;746750	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3940	279	2382	1532	720	451	621
g1662	contig_36_pilon;contig_36_pilon	747446;748793	747873;748835	-;-	471	92	108	127	198	104	238
g1663	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	749079;749143;749156;749270	749090;749226;749476;749476	+;+;+;+	346	52	71	59	52	15	67
g1664	contig_36_pilon;contig_36_pilon	751393;751991	751649;752015	-;-	282	0	0	0	0	0	0
g1665	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	755392;755730;755921;756173;756435;757022;757847	755607;755776;755951;756185;756584;757061;757946	+;+;+;+;+;+;+	597	4226	3252	3469	4489	1676	2718
g1666	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	758177;758622;759071;759166;759617	758198;758662;759123;759171;759821	+;+;+;+;+	327	223	183	110	1683	640	1107
g1667	contig_36_pilon	762526	762906	-	381	0	0	0	0	0	0
g1668	contig_36_pilon	764805	765122	+	318	0	0	0	0	0	0
g1669	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	764809;765180;766317;766776;767182;767412;767914;768390	765537;765606;766520;766957;767216;767700;768234;768638	+;+;+;+;+;+;+;+	2078	5198	12248	11515	4248	3540	4011
g1670	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	772715;774077;774274;774473;774751;775043	773301;774104;774348;774672;774838;775228	+;+;+;+;+;+	1164	338	442	576	159	9	160
g1671	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	775458;775923;776235;776568;776702;777581;777977	775824;776068;776488;776658;777349;777668;778305	+;+;+;+;+;+;+	1923	988	1234	1251	325	32	265
g1672	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	780155;780461;780843;781054;782071;782317;782737;783136;783417;783762;783987;784584	780316;780529;780993;781315;782137;782604;782964;783293;783642;783905;784072;785187	-;-;-;-;-;-;-;-;-;-;-;-	2445	250	663	442	1241	1536	688
g1673	contig_36_pilon;contig_36_pilon	785216;785649	785581;785963	-;-	681	2	3	12	138	247	90
g1674	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	788981;789226;789443;789622;789853;790110;790320;790489;790807;791155;791346;791919	789029;789290;789493;789687;789920;790200;790385;790584;790905;791241;791408;792422	-;-;-;-;-;-;-;-;-;-;-;-	1305	1181	1068	1069	1360	980	1912
g1675	contig_36_pilon	800172	800459	-	288	0	0	0	0	0	0
g1676	contig_36_pilon	800543	800899	+	357	0	0	0	0	0	0
g1677	contig_36_pilon;contig_36_pilon	801032;801727	801349;801828	-;-	420	0	0	0	0	0	0
g1678	contig_36_pilon	801892	802353	-	462	0	0	0	0	0	0
g1679	contig_36_pilon	802151	802399	+	249	0	0	0	0	0	0
g1680	contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon;contig_36_pilon	806368;806910;807161;807390;807757;808036;808439;808555;808820;809605	806673;807013;807243;807457;807836;808244;808500;808587;809105;809654	-;-;-;-;-;-;-;-;-;-	1281	24450	3867	10263	2769	2513	3765
g1681	contig_36_pilon;contig_36_pilon	810157;810289	810219;810435	+;+	210	33	22	27	51	27	39
g1682	contig_36_pilon;contig_36_pilon	810526;811521	811018;811660	+;+	633	80	129	129	86	89	135
